alpha,area_under_train_loss_curve,area_under_val_loss_curve,best_epoch,best_val_loss,dataset,ensemble_size,fidelity_final,fidelity_initial,final_test_accuracy,final_test_cross_entropy,final_test_explained_variance,final_test_macro_f1,final_test_mae,final_test_mse,final_test_precision_macro,final_test_r2,final_test_recall_macro,init_seed,initial_test_accuracy,initial_test_cross_entropy,initial_test_explained_variance,initial_test_macro_f1,initial_test_mae,initial_test_mse,initial_test_precision_macro,initial_test_r2,initial_test_recall_macro,initial_train_loss,initial_val_loss,model_name,setting,split_seed,task,training_time_total
10.0,37.69861501455307,33.409957230091095,49,0.6345124244689941,diabetes,10,1818.6949395041281,2123.497801813856,,,0.18277424446876211,,53.59728043802669,4204.327018689631,,0.18011176942023033,,0,,,0.13115389313335102,,55.29084812121445,4465.912580487724,,0.12909981852905117,,0.7891271710395813,0.702860414981842,coexplain_soft,ensemble_10,0,regression,1.4376781670000014
20.0,25.000963240861893,21.387714087963104,49,0.4173922538757324,diabetes,10,676.370698993077,835.8705980905601,,,0.31370039454551446,,47.26968940992034,3528.443043611551,,0.3119162922227171,,0,,,0.29495993074930793,,48.09842056102967,3629.0695218132128,,0.292293064820214,,0.5185376405715942,0.4394920766353607,coexplain_soft,ensemble_10,0,regression,1.5160402499999996
50.0,18.36280044913292,15.796055108308792,46,0.3157009482383728,diabetes,10,101.74687494452449,132.73202029703774,,,0.3139656455380351,,46.988470098945534,3518.769399439285,,0.3138027551378043,,0,,,0.3178782849021321,,46.88853780339273,3497.871782822697,,0.3178780113761853,,0.3749188780784607,0.31626516580581665,coexplain_soft,ensemble_10,0,regression,1.4737440409999998
100.0,16.27773803472519,14.182007789611816,17,0.2835862934589386,diabetes,10,29.820396984111397,34.79024506726349,,,0.27829369430835094,,48.06582161549772,3706.0480282017174,,0.2772814420051991,,0,,,0.2840137101986886,,47.91152576918012,3674.9941786614568,,0.2833372710687029,,0.33067646622657776,0.28362470865249634,coexplain_soft,ensemble_10,0,regression,1.4512635409999994
0.5,34.21905633807182,29.696670949459076,48,0.3818099796772003,diabetes,10,498.13317171131996,2888.9772548346964,,,0.3529600177610601,,46.40126423353559,3360.4741818805815,,0.3446719965779945,,0,,,2.220446049250313e-16,,59.477368987008425,5128.239479453377,,-6.093106163662654e-05,,1.000048279762268,0.8851953744888306,coexplain_soft_zero_padded,ensemble_10,0,regression,5.983037249999999
1.0,28.635238140821457,25.741350173950195,48,0.3827863335609436,diabetes,10,451.2048341514207,2888.9772548346964,,,0.3339729121185099,,46.85877339223797,3533.3931965131032,,0.31095096005766154,,0,,,2.220446049250313e-16,,59.477368987008425,5128.239479453377,,-6.093106163662654e-05,,1.0000956058502197,0.8851953744888306,coexplain_soft_zero_padded,ensemble_10,0,regression,6.017473583000001
2.0,23.71302354335785,21.802997827529907,38,0.3666171431541443,diabetes,10,383.9656571747865,2888.9772548346964,,,0.32291911034604037,,46.047979376289284,3553.424604799879,,0.30704462360398943,,0,,,2.220446049250313e-16,,59.477368987008425,5128.239479453377,,-6.093106163662654e-05,,1.0001847743988037,0.8851953744888306,coexplain_soft_zero_padded,ensemble_10,0,regression,5.837755582999996
5.0,18.525690466165543,20.009744614362717,13,0.37191319465637207,diabetes,10,459.4987612517614,2841.843834922484,,,0.2448339900214006,,46.07360514094321,3890.548547148314,,0.241301889665971,,0,,,0.007936876429257445,,59.210000541772736,5087.272405342971,,0.007928081628170491,,0.9830986857414246,0.8739216923713684,coexplain_soft_zero_padded,ensemble_10,0,regression,5.704066875000002
10.0,14.65428315103054,19.744338780641556,4,0.36341172456741333,diabetes,10,581.3038533681113,2123.497861293774,,,0.181382462937421,,48.6240786863177,4212.816478029072,,0.17845623507063013,,0,,,0.13115388742306278,,55.290848635555655,4465.912611995378,,0.12909981238472545,,0.7891272306442261,0.702860414981842,coexplain_soft_zero_padded,ensemble_10,0,regression,5.7851727920000044
20.0,11.134452879428864,19.613774865865707,4,0.3519405424594879,diabetes,10,587.004349089819,835.8707015616046,,,0.18371006371104603,,48.760638161991416,4189.315836097489,,0.18303910877315654,,0,,,0.2949599342992123,,48.098419360900195,3629.0695086817054,,0.2922930673809967,,0.5185376405715942,0.4394920766353607,coexplain_soft_zero_padded,ensemble_10,0,regression,5.721541834
